0  1      2    3                 4                 5                  6                    7                    8
0  name   pha  U_FWHM_Fe         U_vshift_Fe       U_FWHM_Ni          U_vshift_Ni          U_ratioe_flux        U_ratio_high
47 2015F  279  32.68029219186416 10.256073116297445 154.40991410122143 30.057868516516393 0.034622023780345075 0.010428722007498375
48 2017cbv 318 78.13238697446263 11.925012296305109 158.83453227349105 36.489537961351346 0.022699089650854553 0.005484827539054419
49 2017fgc 384 1333.6049185792203 445.70496100701706 2461.1701702244613 1218.0430618076537 0.36027843515339336 0.2013267016589145
50 2017fgc 389 2241.7876658758623 364.62224652465926 1808.3184942921735 1057.0162023308856 0.3204755391235488 0.09580123637621629
51 2018oh  259 419.0972282559047 225.61537652516688 1115.2560893015402 763.3488508833057 0.09551532433554906 0.012863068944144403
52 SN2019ein 310.8 1846.786454527164 702.9639513718832 710.702555090775 258.01010665335934 0.24198360379588038 0.09499104528434406
53 SN2019np 298.9 414.4241491271511 172.71673119476074 1058.3063253680261 686.6481151921896 0.14576634017954251 0.03496393706097782
54 SN2019np 303.0 36.953363789839 15.467335230541773 123.17661937844734 67.6886545451568 0.012098506103632186 0.0017391340455019167
55 SN2019np 367.8 178.51248599386759 54.23990563354653 1053.8159822921634 170.73468616062564 0.1562389166925855 0.03396620432818 ASA8795
56 ASASSN-14g 221 367.91190466860246 209.78410667795785 1818.2234742299015 1283.6190904011396 0.08044557714990393 0.013472128038248592
57 ASASSN-14g 267 138.71211543653044 39.3673621404764 1263.2780353744558 372.63278208782316 0.05798831702051064 0.015261475583256802
58 ASASSN-14g 323 285.6651645885475 57.70939455546607 902.2407618690092 219.69569400530466 0.06552557733090296 0.02433531504454106
