SN1990N 227 0.95 0.05 0.003369 0.0223 9.38 0.15 0.024023768348392354 -1665.168149326679 -3825.4330133292046 8634.520267192393 6292.334195376286 0.12552191999444692
SN1998bu 236 1.06 0.04 0.002992 0.0217 10.5 0.1 0.09672411388024288 -1261.3813756072955 -1584.831848986712 8153.926102511571 5665.049177217436 0.5053743570925702
SN1998bu 280 1.06 0.04 0.002992 0.0217 10.5 0.1 0.07138168242309438 -1358.0528950939752 -1641.564011704233 8458.056013182639 4901.825420747138 0.3729625469344931
SN1999aa 256 0.81 0.02 0.014907 0.0342 10.5 0.2 0.026341230660005665 115.59850429547768 -210.041968516006 8075.78199891065 3401.1674173595593 0.13763044163226645
SN2002bo 311 1.15 0.03 0.0043 0.0216 13.2 0.2 0.32271064231902863 1486.5450664639734 1562.28567215857 6164.912446641515 9425.921774759692 1.6861326182924337
SN2002dj 275 1.13 0.03 0.009393 0.0816 13.4 0.2 0.04211722185745892 1220.5984208868426 2229.949058569014 9652.002738375959 5422.167840149679 0.22005850521506992
SN2003hv 323 1.45 0.07 0.005624 0.0133 11.3 0.3 0.11013279727996439 -2612.101368120723 -3754.829162327744 8566.780814885871 5516.477196740503 0.575433461081697
SN2003kf 397 0.93 0.04 0.00739 0.2687 11.1 0.3 0.027540848418149456 305.0506196554004 117.59989240152092 10733.128422093947 4962.433417131777 0.14389833108565933
SN2004eo 228 1.4 0.03 0.015718 0.093 10.7 0.3 0.15246806314437647 -864.2408143776037 -2887.4776680761215 7100.158724270321 9546.477396426304 0.7966312256335676
SN2006X 277 1.26 0.05 0.005294 1.42 16.1 0.2 0.08064973928911792 2435.2603369010017 2302.012015829624 8267.912002845573 4960.476824425378 0.4213872684673596
SN2006X 360 1.26 0.05 0.005294 1.42 16.1 0.2 0.10201868079062669 2737.1280817864554 2490.134436233338 9211.788920067273 5304.099510774344 0.5330379689994389
SN2007af 301 1.16 0.03 0.005464 0.0338 10.8 0.2 0.06453878612864888 471.8404117783237 -39.541696161882186 7180.609837213819 6605.587016583202 0.33720906027305664
SN2007le 304 1.02 0.05 0.006721 0.0287 12.9 0.6 0.05575293038287565 1562.6401187577078 1499.1395633430438 8495.672328742194 5573.847819592129 0.29130379403794077
SN2011by 206 1.14 0.03 0.002843 0.0119 10.35 0.14 0.05799788504754492 -1441.2956160000601 -3085.675932796528 7245.533356020409 5922.478591925048 0.30303347007057835
SN2011by 310 1.14 0.03 0.002843 0.0119 10.35 0.14 0.06226008713597698 -1056.4457271979743 -1748.4366371764427 7920.526533388463 5151.03713966807 0.3253030733145731
SN2011fe 205 1.18 0.03 0.000804 0.0077 10.4 0.2 0.04820810348074299 -1066.9632732807631 -2384.457875968604 8132.752994207912 5802.504652417442 0.25188278626566013
SN2011fe 226 1.18 0.03 0.000804 0.0077 10.4 0.2 0.05172770832103305 -980.1017488099694 -2159.0339830559246 8008.671311159086 5804.692151071383 0.2702723890443815
SN2011fe 347 1.18 0.03 0.000804 0.0077 10.4 0.2 0.08306097133003466 -655.385543625786 -1332.5142367000553 8476.504637107128 7052.1397969686495 0.4339857280819709
SN2011fe 380 1.18 0.03 0.000804 0.0077 10.4 0.2 0.07635904546105035 -344.17638325805467 -1051.3986236080464 9097.953355939226 7028.900705797702 0.39896879857550327
SN2012cg 279 0.83 0.03 0.001458 0.2 10.0 0.2 0.03693918284888459 -1057.9264138848355 -1881.3980654410423 7781.0691559576535 5686.056166561118 0.1930037405862774
SN2012fr 222 0.85 0.05 0.004 0.0177 11.9 0.1 0.042648963939528384 2117.9477396463085 1530.9820249519212 7235.6216281009965 7393.7643251917825 0.22283680735798372
SN2012fr 261 0.85 0.05 0.004 0.0177 11.9 0.1 0.052948915342550404 2186.4721522469654 1397.7384753369072 6578.2701724587805 6942.139815202385 0.2766530803592733
SN2012fr 340 0.85 0.05 0.004 0.0177 11.9 0.1 0.0614277676083158 2150.7473455587347 2777.5685139230786 8771.794989637738 5539.997620782232 0.32095428241525137
SN2012fr 367 0.85 0.05 0.004 0.0177 11.9 0.1 0.04422449161600413 2158.2590537140954 3220.2668652099087 9086.824393948287 5050.527019862025 0.23106879062087846
SN2013cs 261 1.06 0.04 0.00924 0.0788 12.7 0.2 0.02995326814419732 1597.7122996809755 2521.992558267572 9100.76778683081 5021.260497863976 0.1565029962428752
SN2013cs 303 1.06 0.04 0.00924 0.0788 12.7 0.2 0.0740232296653721 1453.8617132454856 425.413029500854 7022.685460535837 7976.732645412259 0.38676438171737487
SN2014J 265 0.98 0.02 0.000677 1.25 12.1 0.2 0.06401398760065176 460.0050302044023 -36.810482603166776 7730.137542731248 8764.743824485695 0.3344670375441841
SN2014J 292 0.98 0.02 0.000677 1.25 12.1 0.2 0.07306520147400271 532.038907365151 -130.45937597504496 7515.48445803352 8396.125330456762 0.3817587749264011
SN2014J 351 0.98 0.02 0.000677 1.25 12.1 0.2 0.08868523527081343 626.8898044965887 909.3676393443939 8488.629432262516 8887.826075706678 0.4633719758247954
SN2015F 280 1.18 0.02 0.0049 0.1749 10.1 0.2 0.1676868024912228 -546.4866449011563 -1261.7837119631936 7254.138463337573 9831.409607689164 0.8761477009428635
SN2019np 303 0.95 0.01 0.0 0.0 10.0 0.1 0.04564339843582614 -1691.2805828016465 -3278.631272605881 6961.648598278513 5589.7981198083935 0.23848244470438495
SN2019np 368 0.95 0.01 0.0 0.0 10.0 0.1 0.05918722644164358 -1527.3808739870608 -3064.1023880163875 7132.743529471027 5693.866352629931 0.30924766649268665
