SN2019np & 303 & -334.2134204445829 & 5500.5551630579685 & 7473.12518959642 & 8084.210183279544 & 0.6269741044248673 
SN2019yvq & 191 & 1460.3954005740727 & 6632.483488226328 & 9550.905206027686 & 3193.4392142831084 & 1.067891893361815 
SN2021hpr & 263 & -1415.9860078356244 & 6020.605013307579 & 4877.840757960977 & 7773.255374842243 & 1.195422083429951 SN2021wuf 299 2010.482721748424 13119.555039603438 9863.785308721104 8773.71291631241 0.7242467314224569 
