phase 213
delta 0.95 0.01
ebv 0
Rv 3.1
redshift 0.000
flux_scale 1e16
resolution 2
vSi 10.00 0.10
3.000000000000000000e+03  -9.177251457606512753e-17  4.018876224499013596e-16
3.000500000000000000e+03  -3.859642991708904047e-16  4.769992055063462533e-16
3.001000000000000000e+03  -8.328917274471942630e-17  5.581150920858719678e-16
3.001500000000000000e+03  2.321030985044362273e-16  6.566434637155050100e-16
3.002000000000000000e+03  4.485691735803812342e-17  7.656195853512330016e-16
3.002500000000000000e+03  -3.509812508902618822e-16  8.892481654099484696e-16
3.003000000000000000e+03  -4.542196839217568811e-16  1.018854709189490306e-15
3.003500000000000000e+03  -6.693040033079849825e-16  1.173723682942773227e-15
3.004000000000000000e+03  -1.410530994179834564e-16  1.317499737476386098e-15
3.004500000000000000e+03  6.883014616103003812e-16  1.509864498519366282e-15
3.005000000000000000e+03  7.568871767846316190e-16  1.675654029196189182e-15
3.005500000000000000e+03  4.325375723167389017e-16  1.904668159286337044e-15
3.006000000000000000e+03  1.253330641468990860e-17  2.114686908082475780e-15
3.006500000000000000e+03  7.568871767846316190e-16  2.355611207247456250e-15
3.007000000000000000e+03  7.568871767846316190e-16  2.583494583869905933e-15
3.007500000000000000e+03  2.640776282246016351e-17  2.879132051879123407e-15
3.008000000000000000e+03  -7.568871767846316190e-16  3.166754862460069386e-15
3.008500000000000000e+03  -7.568871767846316190e-16  3.492073563962855491e-15
3.009000000000000000e+03  -7.568871767846316190e-16  3.722132915455832098e-15
3.009500000000000000e+03  -7.568871767846316190e-16  4.050806083541208399e-15
3.010000000000000000e+03  -7.568871767846316190e-16  4.373401863260130284e-15
3.010500000000000000e+03  2.540987657747826004e-16  4.679430358556411688e-15
3.011000000000000000e+03  7.568871767846316190e-16  4.964438222847394413e-15
3.011500000000000000e+03  -7.568871767846316190e-16  5.331986686649171996e-15
3.012000000000000000e+03  -7.568871767846316190e-16  5.604621288388291409e-15
3.012500000000000000e+03  -7.568871767846316190e-16  5.974900635661725718e-15
3.013000000000000000e+03  -7.568871767846316190e-16  6.219244090101533217e-15
3.013500000000000000e+03  -7.568871767846316190e-16  6.561596424713438210e-15
3.014000000000000000e+03  7.568871767846316190e-16  6.758970375910501866e-15
3.014500000000000000e+03  7.568871767846316190e-16  7.079738334337880294e-15
3.015000000000000000e+03  7.568871767846316190e-16  7.298632733250936354e-15
3.015500000000000000e+03  -5.517807173318294821e-16  7.638533896000976910e-15
3.016000000000000000e+03  7.568871767846316190e-16  7.698119477216157827e-15
3.016500000000000000e+03  7.568871767846316190e-16  7.986032361264847438e-15
3.017000000000000000e+03  7.568871767846316190e-16  8.166734994138492862e-15
3.017500000000000000e+03  -7.568871767846316190e-16  8.353724665985818505e-15
3.018000000000000000e+03  -1.834243012210171963e-16  8.440528904735083263e-15
3.018500000000000000e+03  -1.796356338456700366e-16  8.580888500161464802e-15
3.019000000000000000e+03  -7.568871767846316190e-16  8.668404402140947396e-15
3.019500000000000000e+03  -7.568871767846316190e-16  8.725941788337590443e-15
3.020000000000000000e+03  -7.568871767846316190e-16  8.744623326470604638e-15
3.020500000000000000e+03  -7.568871767846316190e-16  8.775246891803090421e-15
3.021000000000000000e+03  -7.568871767846316190e-16  8.718307210108394193e-15
3.021500000000000000e+03  -7.568871767846316190e-16  8.716177423092027127e-15
3.022000000000000000e+03  7.568871767846316190e-16  8.621445480837351126e-15
3.022500000000000000e+03  7.568871767846316190e-16  8.487532016739964189e-15
3.023000000000000000e+03  7.568871767846316190e-16  8.368565743309580139e-15
3.023500000000000000e+03  7.568871767846316190e-16  8.300813564590025271e-15
3.024000000000000000e+03  7.568871767846316190e-16  8.178526346344924877e-15
3.024500000000000000e+03  7.312422035531590128e-16  8.061524927331446844e-15
3.025000000000000000e+03  7.568871767846316190e-16  7.914812740115504245e-15
3.025500000000000000e+03  7.568871767846316190e-16  7.725983808151868772e-15
3.026000000000000000e+03  7.568871767846316190e-16  7.555965927029265334e-15
3.026500000000000000e+03  7.568871767846316190e-16  7.381320978540756839e-15
3.027000000000000000e+03  7.568871767846316190e-16  7.117056344700536954e-15
3.027500000000000000e+03  7.568871767846316190e-16  6.882862704133715051e-15
3.028000000000000000e+03  2.211934185645462724e-16  6.706925864841854943e-15
3.028500000000000000e+03  -7.568871767846316190e-16  6.549711158216422051e-15
3.029000000000000000e+03  -7.568871767846316190e-16  6.352244227357424910e-15
3.029500000000000000e+03  3.285301425598596626e-16  6.104625063914790933e-15
3.030000000000000000e+03  7.568871767846316190e-16  5.862806664551133525e-15
3.030500000000000000e+03  6.205281468200206212e-16  5.644823084199865804e-15
3.031000000000000000e+03  -4.408644102086247914e-16  5.431968482779551466e-15
3.031500000000000000e+03  -5.852526669588386651e-16  5.212073939139959768e-15
3.032000000000000000e+03  6.861060873969686863e-16  5.014545843273330367e-15
3.032500000000000000e+03  7.568871767846316190e-16  4.795748425733924006e-15
3.033000000000000000e+03  7.568871767846316190e-16  4.588978729607535492e-15
3.033500000000000000e+03  7.568871767846316190e-16  4.421321917447091766e-15
3.034000000000000000e+03  -7.568871767846316190e-16  4.227614617039261486e-15
3.034500000000000000e+03  1.426729000465647134e-16  4.014070292400676606e-15
3.035000000000000000e+03  7.568871767846316190e-16  3.839132374361534729e-15
3.035500000000000000e+03  7.568871767846316190e-16  3.668319096747295136e-15
3.036000000000000000e+03  7.568871767846316190e-16  3.516893180218073556e-15
3.036500000000000000e+03  7.568871767846316190e-16  3.324678231806328713e-15
3.037000000000000000e+03  -6.033148694727139785e-16  3.187192149282366563e-15
