Abundances of radioactive isotopes at the end of the simulation in solar masses

 c14 7.96e-06
na22 1.18e-08
al26 1.51e-06
si32 2.42e-08
 p32 9.56e-07
 p33 7.17e-07
 s35 1.09e-06
cl36 1.43e-06
ar37 5.08e-05
ar39 2.28e-08
 k40 1.04e-07
ca41 8.92e-06
ti44 6.00e-06
 v48 1.05e-07
 v49 4.00e-07
cr48 1.49e-04
cr49 1.58e-05
cr51 1.34e-05
mn51 6.74e-05
mn52 4.60e-06
mn53 3.56e-04
mn54 3.15e-06
fe52 4.06e-03
fe53 6.99e-04
fe55 3.08e-03
fe59 5.75e-13
fe60 3.02e-15
co55 1.00e-02
co56 1.48e-04
co57 1.42e-03
co58 6.08e-06
co60 2.04e-10
ni56 3.64e-01
ni57 1.31e-02
ni59 5.82e-04
ni63 1.85e-11
zn62 9.39e-05
zn65 3.95e-10
ga65 1.69e-08
ge68 2.29e-10



Abundances of stable isotopes after about 2 Gyr in solar masses

  h1 1.68e-15
  h2 0.00e+00
 he3 0.00e+00
 he4 1.82e-04
 li6 4.22e-20
 li7 8.32e-19
 be9 2.78e-28
 b10 6.16e-15
 b11 8.61e-12
 c12 1.06e-02
 c13 5.57e-08
 n14 1.04e-05
 n15 1.29e-08
 o16 1.91e-01
 o17 1.36e-06
 o18 1.44e-08
 f19 1.58e-10
ne20 9.40e-03
ne21 1.29e-06
ne22 2.32e-04
na23 1.09e-04
mg24 3.08e-02
mg25 1.75e-04
mg26 2.63e-04
al27 1.48e-03
si28 3.61e-01
si29 1.97e-03
si30 4.53e-03
 p31 1.05e-03
 s32 1.22e-01
 s33 5.47e-04
 s34 6.56e-03
 s36 4.97e-07
cl35 2.98e-04
cl37 5.22e-05
ar36 1.64e-02
ar38 2.98e-03
ar40 2.10e-08
 k39 1.60e-04
 k41 8.93e-06
ca40 1.10e-02
ca42 6.44e-05
ca43 9.21e-08
ca44 6.08e-06
ca46 8.43e-11
ca48 4.52e-15
sc45 2.48e-07
ti46 3.11e-05
ti47 8.46e-07
ti48 1.50e-04
ti49 1.62e-05
ti50 1.19e-09
 v50 6.11e-09
 v51 8.09e-05
cr50 5.08e-04
cr52 4.78e-03
cr53 1.06e-03
cr54 3.17e-06
mn55 1.31e-02
fe54 1.22e-01
fe56 3.90e-01
fe57 1.45e-02
fe58 7.02e-06
co59 6.23e-04
ni58 7.48e-02
ni60 5.79e-03
ni61 1.48e-05
ni62 9.83e-05
ni64 1.78e-11
cu63 1.91e-07
cu65 2.41e-08
zn64 5.66e-07
zn66 5.74e-07
zn67 3.76e-10
zn68 2.29e-10
zn70 7.40e-22
ga69 9.10e-15
ga71 6.14e-16
ge70 1.08e-13



Abundances of stable elements after about 2 Gyr in solar masses

  h 1.68e-15
 he 1.82e-04
 li 8.74e-19
 be 2.78e-28
  b 8.61e-12
  c 1.06e-02
  n 1.04e-05
  o 1.91e-01
  f 1.58e-10
 ne 9.63e-03
 na 1.09e-04
 mg 3.13e-02
 al 1.48e-03
 si 3.67e-01
  p 1.05e-03
  s 1.29e-01
 cl 3.50e-04
 ar 1.94e-02
  k 1.69e-04
 ca 1.11e-02
 sc 2.48e-07
 ti 1.98e-04
  v 8.09e-05
 cr 6.34e-03
 mn 1.31e-02
 fe 5.27e-01
 co 6.23e-04
 ni 8.07e-02
 cu 2.15e-07
 zn 1.14e-06
 ga 9.71e-15
 ge 1.08e-13
