Abundances of radioactive isotopes at the end of the simulation in solar masses

 c14 7.64e-06
na22 4.64e-09
al26 5.83e-07
si32 1.61e-08
 p32 2.55e-07
 p33 1.67e-07
 s35 2.87e-07
cl36 3.24e-07
ar37 9.32e-06
ar39 5.53e-09
 k40 2.39e-08
ca41 1.65e-06
ti44 4.38e-06
 v48 2.47e-08
 v49 9.28e-08
cr48 1.41e-04
cr49 1.06e-05
cr51 2.12e-06
mn51 3.91e-05
mn52 1.70e-06
mn53 5.07e-05
mn54 5.52e-07
fe52 3.94e-03
fe53 4.76e-04
fe55 3.40e-04
fe59 5.80e-10
fe60 1.03e-10
co55 6.58e-03
co56 4.84e-05
co57 1.58e-04
co58 7.94e-07
co60 3.77e-09
ni56 1.04e+00
ni57 3.04e-02
ni59 1.32e-04
ni63 3.43e-09
zn62 7.18e-04
zn65 4.88e-10
ga65 6.80e-08
ge68 9.19e-10



Abundances of stable isotopes after about 2 Gyr in solar masses

  h1 2.02e-14
  h2 0.00e+00
 he3 0.00e+00
 he4 1.82e-03
 li6 1.45e-20
 li7 5.55e-19
 be9 4.12e-29
 b10 1.87e-14
 b11 5.89e-12
 c12 9.90e-03
 c13 6.15e-08
 n14 9.93e-06
 n15 1.22e-08
 o16 4.74e-02
 o17 1.37e-06
 o18 1.33e-08
 f19 1.35e-10
ne20 3.37e-03
ne21 9.79e-07
ne22 3.26e-04
na23 6.41e-05
mg24 7.13e-03
mg25 9.26e-05
mg26 1.36e-04
al27 3.95e-04
si28 8.99e-02
si29 4.64e-04
si30 1.00e-03
 p31 2.28e-04
 s32 3.70e-02
 s33 1.06e-04
 s34 1.16e-03
 s36 1.35e-07
cl35 6.20e-05
cl37 9.62e-06
ar36 6.36e-03
ar38 5.15e-04
ar40 5.00e-09
 k39 2.98e-05
 k41 1.65e-06
ca40 5.74e-03
ca42 1.11e-05
ca43 1.93e-08
ca44 4.40e-06
ca46 1.99e-11
ca48 3.88e-15
sc45 6.53e-08
ti46 5.72e-06
ti47 2.28e-07
ti48 1.41e-04
ti49 1.07e-05
ti50 5.52e-08
 v50 1.21e-09
 v51 4.14e-05
cr50 1.39e-04
cr52 4.06e-03
cr53 5.27e-04
cr54 2.06e-06
mn55 6.93e-03
fe54 3.07e-02
fe56 1.04e+00
fe57 3.05e-02
fe58 1.41e-05
co59 4.97e-04
ni58 6.78e-02
ni60 2.63e-03
ni61 9.36e-05
ni62 7.31e-04
ni64 8.11e-09
cu63 4.94e-07
cu65 1.15e-07
zn64 1.83e-06
zn66 2.70e-06
zn67 1.53e-09
zn68 9.38e-10
zn70 6.43e-16
ga69 8.72e-14
ga71 2.25e-15
ge70 7.05e-14



Abundances of stable elements after about 2 Gyr in solar masses

  h 2.02e-14
 he 1.82e-03
 li 5.69e-19
 be 4.12e-29
  b 5.91e-12
  c 9.90e-03
  n 9.94e-06
  o 4.74e-02
  f 1.35e-10
 ne 3.70e-03
 na 6.41e-05
 mg 7.36e-03
 al 3.95e-04
 si 9.14e-02
  p 2.28e-04
  s 3.82e-02
 cl 7.16e-05
 ar 6.87e-03
  k 3.15e-05
 ca 5.76e-03
 sc 6.53e-08
 ti 1.58e-04
  v 4.14e-05
 cr 4.73e-03
 mn 6.93e-03
 fe 1.10e+00
 co 4.97e-04
 ni 7.13e-02
 cu 6.08e-07
 zn 4.53e-06
 ga 8.94e-14
 ge 7.05e-14
