Abundances of radioactive isotopes at the end of the simulation in solar masses

 c14 1.41e-05
na22 1.17e-08
al26 1.42e-06
si32 3.48e-08
 p32 6.68e-07
 p33 4.44e-07
 s35 7.86e-07
cl36 9.13e-07
ar37 3.06e-05
ar39 1.58e-08
 k40 6.86e-08
ca41 5.35e-06
ti44 1.03e-05
 v48 8.69e-08
 v49 3.51e-07
cr48 3.30e-04
cr49 2.66e-05
cr51 9.13e-06
mn51 9.91e-05
mn52 5.45e-06
mn53 2.48e-04
mn54 3.07e-06
fe52 8.27e-03
fe53 1.04e-03
fe55 2.01e-03
fe59 1.81e-09
fe60 2.47e-10
co55 1.19e-02
co56 1.26e-04
co57 9.52e-04
co58 4.72e-06
co60 1.59e-08
ni56 5.66e-01
ni57 1.69e-02
ni59 4.22e-04
ni63 1.27e-08
zn62 2.31e-04
zn65 6.35e-10
ga65 3.99e-08
ge68 5.05e-10



Abundances of stable isotopes after about 2 Gyr in solar masses

  h1 5.46e-15
  h2 0.00e+00
 he3 0.00e+00
 he4 5.51e-04
 li6 3.29e-20
 li7 1.02e-18
 be9 1.29e-28
 b10 6.63e-15
 b11 1.17e-11
 c12 1.72e-02
 c13 1.00e-07
 n14 1.84e-05
 n15 2.29e-08
 o16 1.24e-01
 o17 2.48e-06
 o18 2.52e-08
 f19 2.64e-10
ne20 8.72e-03
ne21 1.98e-06
ne22 4.83e-04
na23 1.38e-04
mg24 1.93e-02
mg25 2.02e-04
mg26 3.07e-04
al27 1.04e-03
si28 2.71e-01
si29 1.30e-03
si30 2.77e-03
 p31 6.59e-04
 s32 1.07e-01
 s33 3.27e-04
 s34 3.68e-03
 s36 3.59e-07
cl35 1.89e-04
cl37 3.14e-05
ar36 1.76e-02
ar38 1.69e-03
ar40 1.40e-08
 k39 9.53e-05
 k41 5.36e-06
ca40 1.50e-02
ca42 3.63e-05
ca43 5.57e-08
ca44 1.04e-05
ca46 5.50e-11
ca48 6.17e-15
sc45 1.92e-07
ti46 1.86e-05
ti47 6.53e-07
ti48 3.31e-04
ti49 2.69e-05
ti50 1.61e-07
 v50 5.07e-09
 v51 1.09e-04
cr50 4.47e-04
cr52 8.90e-03
cr53 1.29e-03
cr54 8.55e-06
mn55 1.39e-02
fe54 1.04e-01
fe56 5.84e-01
fe57 1.79e-02
fe58 6.05e-05
co59 5.23e-04
ni58 7.01e-02
ni60 4.56e-03
ni61 3.51e-05
ni62 2.94e-04
ni64 2.44e-08
cu63 3.20e-07
cu65 6.14e-08
zn64 1.06e-06
zn66 1.39e-06
zn67 8.61e-10
zn68 5.68e-10
zn70 1.25e-15
ga69 3.27e-13
ga71 3.15e-15
ge70 3.41e-13



Abundances of stable elements after about 2 Gyr in solar masses

  h 5.46e-15
 he 5.51e-04
 li 1.05e-18
 be 1.29e-28
  b 1.17e-11
  c 1.72e-02
  n 1.85e-05
  o 1.24e-01
  f 2.64e-10
 ne 9.21e-03
 na 1.38e-04
 mg 1.98e-02
 al 1.04e-03
 si 2.75e-01
  p 6.59e-04
  s 1.11e-01
 cl 2.21e-04
 ar 1.92e-02
  k 1.01e-04
 ca 1.51e-02
 sc 1.92e-07
 ti 3.77e-04
  v 1.09e-04
 cr 1.06e-02
 mn 1.39e-02
 fe 7.07e-01
 co 5.23e-04
 ni 7.50e-02
 cu 3.81e-07
 zn 2.45e-06
 ga 3.30e-13
 ge 3.41e-13
