Abundances of radioactive isotopes at the end of the simulation in solar masses

 c14 3.30e-06
na22 5.11e-09
al26 6.57e-07
si32 1.14e-08
 p32 5.01e-07
 p33 3.74e-07
 s35 5.60e-07
cl36 7.66e-07
ar37 3.06e-05
ar39 1.28e-08
 k40 5.68e-08
ca41 5.37e-06
ti44 9.10e-06
 v48 8.03e-08
 v49 3.15e-07
cr48 2.85e-04
cr49 2.32e-05
cr51 8.11e-06
mn51 8.66e-05
mn52 4.57e-06
mn53 2.01e-04
mn54 2.44e-06
fe52 7.18e-03
fe53 9.12e-04
fe55 1.59e-03
fe59 1.71e-09
fe60 2.60e-10
co55 1.05e-02
co56 1.08e-04
co57 7.44e-04
co58 3.63e-06
co60 1.36e-08
ni56 6.55e-01
ni57 1.96e-02
ni59 3.57e-04
ni63 1.13e-08
zn62 4.74e-04
zn65 8.30e-10
ga65 7.07e-08
ge68 8.30e-10



Abundances of stable isotopes after about 2 Gyr in solar masses

  h1 9.02e-15
  h2 0.00e+00
 he3 0.00e+00
 he4 1.22e-03
 li6 1.98e-20
 li7 5.02e-19
 be9 2.27e-28
 b10 5.97e-15
 b11 4.70e-12
 c12 3.90e-03
 c13 2.18e-08
 n14 4.30e-06
 n15 5.16e-09
 o16 9.89e-02
 o17 5.54e-07
 o18 5.29e-09
 f19 6.22e-11
ne20 4.15e-03
ne21 5.43e-07
ne22 5.77e-05
na23 4.66e-05
mg24 1.54e-02
mg25 7.70e-05
mg26 1.17e-04
al27 7.05e-04
si28 2.59e-01
si29 1.03e-03
si30 2.35e-03
 p31 5.60e-04
 s32 1.01e-01
 s33 3.14e-04
 s34 3.73e-03
 s36 2.57e-07
cl35 1.67e-04
cl37 3.14e-05
ar36 1.61e-02
ar38 1.72e-03
ar40 1.14e-08
 k39 9.52e-05
 k41 5.38e-06
ca40 1.35e-02
ca42 3.69e-05
ca43 5.62e-08
ca44 9.14e-06
ca46 4.76e-11
ca48 5.84e-15
sc45 1.83e-07
ti46 1.87e-05
ti47 6.33e-07
ti48 2.85e-04
ti49 2.35e-05
ti50 1.62e-07
 v50 4.68e-09
 v51 9.51e-05
cr50 4.06e-04
cr52 7.70e-03
cr53 1.12e-03
cr54 7.59e-06
mn55 1.21e-02
fe54 9.00e-02
fe56 6.70e-01
fe57 2.03e-02
fe58 5.33e-05
co59 5.59e-04
ni58 6.89e-02
ni60 4.40e-03
ni61 6.57e-05
ni62 5.27e-04
ni64 2.40e-08
cu63 4.43e-07
cu65 1.05e-07
zn64 1.71e-06
zn66 2.41e-06
zn67 1.42e-09
zn68 8.87e-10
zn70 1.36e-15
ga69 2.72e-13
ga71 3.43e-15
ge70 2.65e-13



Abundances of stable elements after about 2 Gyr in solar masses

  h 9.02e-15
 he 1.22e-03
 li 5.22e-19
 be 2.27e-28
  b 4.71e-12
  c 3.90e-03
  n 4.31e-06
  o 9.89e-02
  f 6.22e-11
 ne 4.21e-03
 na 4.66e-05
 mg 1.56e-02
 al 7.05e-04
 si 2.63e-01
  p 5.60e-04
  s 1.05e-01
 cl 1.98e-04
 ar 1.78e-02
  k 1.01e-04
 ca 1.35e-02
 sc 1.83e-07
 ti 3.28e-04
  v 9.51e-05
 cr 9.23e-03
 mn 1.21e-02
 fe 7.80e-01
 co 5.59e-04
 ni 7.39e-02
 cu 5.48e-07
 zn 4.12e-06
 ga 2.76e-13
 ge 2.65e-13
