Abundances of radioactive isotopes at the end of the simulation in solar masses

 c14 1.44e-05
na22 2.20e-08
al26 2.70e-06
si32 4.38e-08
 p32 1.42e-06
 p33 1.05e-06
 s35 1.71e-06
cl36 2.07e-06
ar37 5.55e-05
ar39 3.30e-08
 k40 1.48e-07
ca41 9.63e-06
ti44 3.96e-06
 v48 1.10e-07
 v49 4.01e-07
cr48 9.24e-05
cr49 9.89e-06
cr51 1.42e-05
mn51 4.58e-05
mn52 3.95e-06
mn53 3.95e-04
mn54 4.02e-06
fe52 3.03e-03
fe53 5.25e-04
fe55 3.29e-03
fe59 9.55e-13
fe60 5.33e-15
co55 8.03e-03
co56 1.21e-04
co57 1.50e-03
co58 7.29e-06
co60 3.00e-10
ni56 3.22e-01
ni57 1.11e-02
ni59 5.77e-04
ni63 2.92e-11
zn62 9.86e-05
zn65 5.08e-10
ga65 2.03e-08
ge68 2.53e-10



Abundances of stable isotopes after about 2 Gyr in solar masses

  h1 1.53e-15
  h2 0.00e+00
 he3 0.00e+00
 he4 1.83e-04
 li6 5.13e-20
 li7 1.08e-18
 be9 8.30e-30
 b10 5.47e-15
 b11 1.37e-11
 c12 1.68e-02
 c13 8.44e-08
 n14 1.88e-05
 n15 2.41e-08
 o16 2.72e-01
 o17 2.42e-06
 o18 2.73e-08
 f19 2.97e-10
ne20 1.73e-02
ne21 2.39e-06
ne22 2.97e-04
na23 2.02e-04
mg24 4.64e-02
mg25 3.12e-04
mg26 4.82e-04
al27 2.37e-03
si28 3.44e-01
si29 2.86e-03
si30 6.55e-03
 p31 1.47e-03
 s32 1.03e-01
 s33 6.79e-04
 s34 8.06e-03
 s36 7.68e-07
cl35 3.84e-04
cl37 5.75e-05
ar36 1.23e-02
ar38 3.42e-03
ar40 3.06e-08
 k39 1.75e-04
 k41 9.65e-06
ca40 7.50e-03
ca42 7.30e-05
ca43 1.14e-07
ca44 4.06e-06
ca46 1.24e-10
ca48 6.99e-15
sc45 2.45e-07
ti46 3.34e-05
ti47 8.59e-07
ti48 9.30e-05
ti49 1.03e-05
ti50 1.72e-09
 v50 7.52e-09
 v51 6.01e-05
cr50 4.01e-04
cr52 3.94e-03
cr53 9.20e-04
cr54 4.06e-06
mn55 1.13e-02
fe54 1.00e-01
fe56 3.54e-01
fe57 1.26e-02
fe58 8.70e-06
co59 6.20e-04
ni58 6.16e-02
ni60 6.75e-03
ni61 1.61e-05
ni62 1.05e-04
ni64 2.55e-11
cu63 2.29e-07
cu65 2.77e-08
zn64 6.38e-07
zn66 6.45e-07
zn67 4.24e-10
zn68 2.53e-10
zn70 1.25e-21
ga69 1.15e-14
ga71 7.02e-16
ge70 1.39e-13



Abundances of stable elements after about 2 Gyr in solar masses

  h 1.53e-15
 he 1.83e-04
 li 1.13e-18
 be 8.30e-30
  b 1.37e-11
  c 1.68e-02
  n 1.88e-05
  o 2.72e-01
  f 2.97e-10
 ne 1.76e-02
 na 2.02e-04
 mg 4.72e-02
 al 2.37e-03
 si 3.54e-01
  p 1.47e-03
  s 1.12e-01
 cl 4.41e-04
 ar 1.57e-02
  k 1.85e-04
 ca 7.58e-03
 sc 2.45e-07
 ti 1.38e-04
  v 6.01e-05
 cr 5.27e-03
 mn 1.13e-02
 fe 4.67e-01
 co 6.20e-04
 ni 6.85e-02
 cu 2.57e-07
 zn 1.28e-06
 ga 1.22e-14
 ge 1.39e-13
