0  1      2    3                 4                 5                  6                    7                    8
0  name   pha  U_FWHM_Fe         U_vshift_Fe       U_FWHM_Ni          U_vshift_Ni          U_ratioe_flux        U_ratio_high
38 2014J  263  56.2899156378626 207.013791739452344 104.94005946339173 247.5402778213583 0.015859046263756237 0.0052678341107803076
39 2014J  267  146.81620622009575 220.780374759686808 656.1034737080697 389.54555191191193 0.10199254135011841 0.03253427290448026
40 2014J  303  91.94605877173908 214.750113002740537 182.1483249406327 302.81995578022632 0.022772231391884206 0.008537288657222742
41 2014J  349  307.25806540725404 252.861912834512964 376.05571976685076 440.5738122426842 0.0906528380375838 0.038976368557251784
42 2014J  426  28.776597439267924 212.969735233098667 15.080830669304406 221.559925442666923 0.00517982847763312 0.0026156755378231597
43 2015F  279  32.68029219186416 210.256073116297445 154.40991410122143 230.057868516516393 0.034622023780345075 0.010428722007498375
44 2017cbv 318 78.13238697446263 211.925012296305109 158.83453227349105 236.489537961351346 0.022699089650854553 0.005484827539054419
45 SN2017fgc 384 1333.6049185792203 645.70496100701706 2461.1701702244613 1418.0430618076537 0.36027843515339336 0.2013267016589145
46 SN2018oh 259 419.0972282559047 425.61537652516688 1115.2560893015402 963.3488508833057 0.09551532433554906 0.012863068944144403
47 SN2019ein 311 1846.786454527164 902.9639513718832 710.702555090775 458.01010665335934 0.24198360379588038 0.09499104528434406
48 SN2019np 303.0 36.953363789839 215.467335230541773 123.17661937844734 267.6886545451568 0.012098506103632186 0.0017391340455019167
49 SN2019np 367.8 178.51248599386759 254.23990563354653 1053.8159822921634 370.73468616062564 0.1562389166925855 0.03396620432818 ASA8795
50 ASASSN-14g 221 367.91190466860246 409.78410667795785 1818.2234742299015 1483.6190904011396 0.08044557714990393 0.013472128038248592
51 ASASSN-14g 267 138.71211543653044 239.3673621404764 1263.2780353744558 572.63278208782316 0.05798831702051064 0.015261475583256802
52 ASASSN-14g 323 285.6651645885475 257.70939455546607 902.2407618690092 419.69569400530466 0.06552557733090296 0.02433531504454106
