phase 384
delta 1.17 0.04
ebv 1.33
Rv 1.8
redshift 0.004113
flux_scale 1e16
resolution 1
vSi 10.9  0.30
3905.129 9.088139298e-19
3906.443997 9.247890622e-19
3907.758994 9.407641946e-19
3909.073991 7.757030434e-19
3910.388988 6.106417888e-19
3911.703985 3.786690156e-19
3913.018982 1.466962036e-19
3914.333979 1.156585258e-19
3915.648976 8.46210161e-20
3916.963973 2.309147058e-19
3918.27897 3.772085765e-19
3919.593967 5.128247862e-19
3920.908964 6.484409443e-19
3922.223961 5.818613835e-19
3923.538958 5.152814609e-19
3924.853955 4.823735278e-19
3926.168952 4.494656981e-19
3927.483949 4.84443082e-19
3928.798946 5.19420621e-19
3930.113943 6.512819478e-19
3931.42894 7.831434813e-19
3932.743937 7.218850701e-19
3934.058934 6.606260902e-19
3935.373931 5.850761693e-19
3936.688928 5.09526145e-19
3938.003925 4.932005983e-19
3939.318922 4.768752583e-19
3940.633919 5.717341596e-19
3941.948916 6.665935262e-19
3943.263913 8.788660626e-19
3944.57891 1.091139012e-18
3945.893907 1.236873864e-18
3947.208904 1.382608302e-18
3948.523901 1.487679472e-18
3949.838898 1.592750435e-18
3951.153895 1.491421017e-18
3952.468892 1.390090564e-18
3953.783889 1.272599174e-18
3955.098886 1.155107681e-18
3956.413883 9.274972515e-19
3957.72888 6.9988615e-19
3959.043877 5.296182587e-19
3960.358874 3.593506776e-19
3961.673871 3.166048787e-19
3962.988868 2.738598811e-19
3964.303865 3.714144348e-19
3965.618862 4.689699449e-19
3966.933859 6.073140412e-19
3968.248856 7.45658396e-19
3969.563853 8.281140859e-19
3970.87885 9.105694139e-19
3972.193847 8.810907648e-19
3973.508844 8.516113402e-19
3974.823841 8.234098063e-19
3976.138838 7.952083241e-19
3977.453835 8.943002188e-19
3978.768832 9.933930441e-19
3980.083829 1.111154922e-18
3981.398826 1.228917007e-18
3982.713823 1.213151151e-18
3984.02882 1.197384158e-18
3985.343817 1.029018162e-18
3986.658814 8.606508734e-19
3987.973811 8.26677635e-19
3989.288808 7.927056375e-19
3990.603805 8.134613568e-19
3991.918802 8.342175931e-19
3993.233799 8.505496022e-19
3994.548796 8.668815596e-19
3995.863793 7.622004573e-19
3997.17879 6.575182175e-19
3998.493787 5.924847091e-19
3999.808784 5.274516142e-19
4001.123781 5.402002252e-19
4002.438778 5.529496634e-19
4003.753775 6.954209256e-19
4005.068772 8.378935838e-19
4006.383769 9.920598357e-19
4007.698766 1.146226243e-18
4009.013763 1.095268608e-18
4010.32876 1.044308596e-18
4011.643757 9.216580802e-19
4012.958754 7.990066858e-19
4014.273751 7.897997003e-19
4015.588748 7.805941106e-19
4016.903745 7.938005144e-19
4018.218742 8.070072284e-19
4019.533739 7.762978896e-19
4020.848736 7.455879822e-19
4022.163733 6.662486436e-19
4023.47873 5.869086845e-19
4024.793727 5.739371484e-19
4026.108724 5.609664911e-19
4027.423721 6.252966375e-19
4028.738718 6.896279213e-19
4030.053715 7.099083737e-19
4031.368712 7.301882057e-19
4032.683709 7.870414148e-19
4033.998706 8.438951927e-19
4035.313703 8.476256222e-19
4036.6287 8.513553278e-19
4037.943697 7.362374809e-19
4039.258694 6.211178761e-19
4040.573691 4.680330077e-19
4041.888688 3.149475707e-19
4043.203685 3.212487482e-19
4044.518682 3.275524073e-19
4045.833679 4.852193393e-19
4047.148676 6.428886495e-19
4048.463673 7.291785283e-19
4049.77867 8.154672698e-19
4051.093667 7.842977601e-19
4052.408664 7.531263376e-19
4053.723661 6.999918223e-19
4055.038658 6.468569968e-19
4056.353655 8.389657649e-19
4057.668652 1.031078669e-18
4058.983649 1.248096741e-18
4060.298646 1.465115226e-18
4061.613643 1.548285031e-18
4062.92864 1.631452561e-18
4064.243637 1.443193905e-18
4065.558634 1.25493039e-18
4066.873631 1.167068609e-18
4068.188628 1.079208587e-18
4069.503625 1.152679596e-18
4070.818622 1.226153603e-18
4072.133619 1.359197437e-18
4073.448616 1.49224251e-18
4074.763613 1.477220807e-18
4076.07861 1.462196312e-18
4077.393607 1.554702712e-18
4078.708604 1.647211179e-18
4080.023601 1.62263099e-18
4081.338598 1.598048527e-18
4082.653595 1.531111314e-18
4083.968592 1.464173377e-18
4085.283589 1.242878989e-18
4086.598586 1.021581602e-18
4087.913583 1.035493746e-18
4089.22858 1.049410749e-18
4090.543577 1.119568073e-18
4091.858574 1.189726534e-18
4093.173571 1.233792513e-18
4094.488568 1.277858079e-18
4095.803565 1.247176192e-18
4097.118562 1.216492651e-18
4098.433559 1.084807669e-18
4099.748556 9.531204118e-19
4101.063553 7.638339322e-19
4102.37855 5.745462118e-19
4103.693547 4.439934331e-19
4105.008544 3.134419727e-19
4106.323541 3.720270137e-19
4107.638538 4.306163458e-19
4108.953535 5.281398285e-19
4110.268532 6.256642159e-19
4111.583529 6.960882536e-19
4112.898526 7.665116192e-19
4114.213523 8.958161307e-19
4115.52852 1.025121935e-18
4116.843517 1.096421284e-18
4118.158514 1.16771929e-18
4119.473511 1.17668324e-18
4120.788508 1.185645742e-18
4122.103505 1.09581372e-18
4123.418502 1.005979217e-18
4124.733499 9.374051175e-19
4126.048496 8.688316379e-19
4127.363493 8.255107934e-19
4128.67849 7.821906209e-19
4129.993487 6.182853512e-19
4131.308484 4.543770313e-19
4132.623481 4.12646183e-19
4133.938478 3.709184883e-19
4135.253475 4.212080969e-19
4136.568472 4.715000836e-19
4137.883469 6.817664485e-19
4139.198466 8.920370526e-19
4140.513463 1.022584765e-18
4141.82846 1.153130513e-18
4143.143457 1.196583344e-18
4144.458454 1.240033798e-18
4145.773451 1.159092727e-18
4147.088448 1.078148244e-18
4148.403445 7.58722473e-19
4149.718442 4.392901875e-19
4151.033439 2.207888002e-19
4152.348436 2.290253696e-21
4153.663433 -1.988688242e-20
4154.97843 -4.2058512e-20
4156.293427 1.086336298e-19
4157.608424 2.593306863e-19
4158.923421 4.517288643e-19
4160.238418 6.441282313e-19
4161.553415 7.658140992e-19
4162.868412 8.87497899e-19
4164.183409 8.909214962e-19
4165.498406 8.943415778e-19
4166.813403 6.997968145e-19
4168.1284 5.052462091e-19
4169.443397 4.121860896e-19
4170.758394 3.191289945e-19
4172.073391 4.607102363e-19
4173.388388 6.022985866e-19
4174.703385 7.974263572e-19
4176.018382 9.925557305e-19
4177.333379 1.052251494e-18
4178.648376 1.111943122e-18
4179.963373 1.01597311e-18
4181.27837 9.199983423e-19
4182.593367 8.045003024e-19
4183.908364 6.890016422e-19
4185.223361 5.53614303e-19
4186.538358 4.182263176e-19
4187.853355 3.795445345e-19
